source,target,source_lexname,target_lexname
ls:fr:node:26514,ls:fr:node:26884,bocal,conserver
ls:fr:node:38197,ls:fr:node:56422,rêve,voir
ls:fr:node:41766,ls:fr:node:28077,au placard,laisser
ls:fr:node:41766,ls:fr:node:45208,au placard,mettre
ls:fr:node:41766,ls:fr:node:29104,au placard,ranger
ls:fr:node:41766,ls:fr:node:41774,au placard,reléguer
ls:fr:node:41766,ls:fr:node:43495,au placard,remiser
ls:fr:node:45599,ls:fr:node:43932,sujet,avoir
ls:fr:node:45599,ls:fr:node:38727,sujet,prendre
